49	48	50
50	48	51
48	46	50
46	44	48
47	46	48
49	46	52
47	46	48
47	46	48
45	45.2	45.22
50	47.393	52.653
47	45.57962	49.62478
50	49	51
48	47	50
46	45	47
50	48	52
49	48	51
46	46	49
47	45	49
43	42	45
48	45	51
47	46	52
41	38	44
49	47	51
48	45	51
49	48	50
49.5	50	48
48	47	49
47	46	48
48	47	49
48	47	49
49	47	51
44	43	45
49	49	49
